     0    2.997602166488e-15   -2.129544629093e-02
     1   -2.553512956638e-15    4.723281674270e-03
     2    8.881784197001e-16   -5.304922609168e-03
     3   -7.771561172376e-16    4.500070079521e-02
     4   -3.663735981263e-15   -8.685164599168e-03
     5    1.110223024625e-16    9.298867326454e-03
     6    9.992007221626e-16    6.262667821622e-03
     7    1.776356839400e-15   -3.206248224943e-02
     8    3.219646771413e-15    2.760667942963e-02
     9    3.108624468950e-15    1.798935476813e-02
    10   -8.881784197001e-16    1.394913940386e-02
    11    5.662137425588e-15    1.559351968507e-02
    12   -1.332267629550e-15    1.363306095846e-03
    13    2.442490654175e-15   -1.614901151108e-02
    14   -4.884981308351e-15   -3.874312905224e-02
    15   -7.771561172376e-16    1.172044793302e-02
