     0    2.220446049250e-16    7.609122138882e-03
     1    2.220446049250e-16   -1.021442262847e-02
     2    7.771561172376e-16   -1.548876404662e-02
     3    2.220446049250e-15    4.576434669355e-02
     4    2.220446049250e-16   -1.357582823579e-03
     5    1.110223024625e-16    4.615242177755e-02
     6    1.776356839400e-15    1.273043169500e-02
     7    3.441691376338e-15    1.171434225436e-02
     8    6.661338147751e-16    1.663023138144e-04
     9   -1.332267629550e-15    5.747216289486e-02
    10   -3.219646771413e-15    4.460680400178e-02
    11    1.665334536938e-15    1.749987456766e-02
    12   -2.220446049250e-15    2.290281522326e-02
    13   -1.887379141863e-15    1.820572706403e-02
    14   -1.443289932013e-15    3.889393176481e-03
    15    1.998401444325e-15   -1.259454332691e-02
