     0    2.220446049250e-16    1.786004190083e-02
     1   -6.661338147751e-16   -1.832689299204e-03
     2   -7.771561172376e-16   -2.107703357339e-02
     3    2.664535259100e-15   -1.014758222191e-02
     4    2.220446049250e-15    2.834009675702e-02
     5    5.551115123126e-16   -5.290669677151e-02
     6   -1.110223024625e-15    1.628788581156e-02
     7   -3.108624468950e-15    4.617120406462e-02
     8    1.776356839400e-15   -4.086222462429e-02
     9    2.886579864025e-15   -2.764718291063e-02
    10   -2.886579864025e-15    7.306761901480e-03
    11    6.439293542826e-15   -1.149343968178e-03
    12    9.992007221626e-16    3.284139937379e-02
    13    1.110223024625e-15    4.330881450752e-02
    14   -1.554312234475e-15    1.330255178548e-02
    15   -1.887379141863e-15   -1.544724321907e-03
