     0    3.885780586188e-15   -2.604206935114e-03
     1    0.000000000000e+00    4.466610564414e-04
     2   -1.443289932013e-15    1.764543891882e-02
     3    2.775557561563e-15   -1.402960361183e-02
     4   -4.773959005888e-15   -3.272358591546e-02
     5   -2.220446049250e-16   -3.593746741652e-03
     6    2.775557561563e-15    9.436851586497e-03
     7   -1.998401444325e-15    1.169777716218e-02
     8   -1.776356839400e-15    1.970193462486e-02
     9   -4.440892098501e-16   -2.589159563302e-02
    10   -4.440892098501e-16    1.415302544803e-02
    11   -9.992007221626e-16   -8.214752822472e-04
    12   -1.665334536938e-15    2.550842192769e-04
    13    2.220446049250e-16    1.281651128263e-02
    14    8.881784197001e-16    2.406139805439e-02
    15   -9.992007221626e-16   -2.336132581015e-02
