     0   -2.775557561563e-15    3.280578284632e-02
     1    2.664535259100e-15   -3.803835830420e-02
     2   -1.776356839400e-15   -8.802544381969e-03
     3   -1.998401444325e-15    3.869202639571e-02
     4    4.218847493576e-15   -6.750924552805e-02
     5   -2.442490654175e-15    3.525623647750e-03
     6   -1.776356839400e-15    2.355741970893e-02
     7   -3.774758283726e-15   -7.545303944075e-03
     8   -4.440892098501e-16   -5.066300192922e-02
     9    0.000000000000e+00   -1.987593486513e-02
    10    1.998401444325e-15    7.282462368889e-03
    11   -2.442490654175e-15   -4.712510930140e-03
    12    0.000000000000e+00    1.630659705154e-02
    13    1.998401444325e-15    4.224675931204e-03
    14   -2.442490654175e-15    2.449955236467e-02
    15   -4.884981308351e-15   -2.363483804414e-02
