     0    0.000000000000e+00    4.141099140843e-02
     1    5.218048215738e-15   -6.808152439225e-02
     2   -3.330669073875e-15   -6.376355129903e-02
     3   -1.554312234475e-15    1.529550355976e-02
     4    9.992007221626e-16   -2.298703897419e-02
     5    4.329869796038e-15    4.115040318430e-03
     6   -2.109423746788e-15    1.174733007644e-02
     7   -8.881784197001e-16   -6.356435021159e-03
     8   -1.110223024625e-15    1.653684729795e-02
     9   -1.443289932013e-15    1.630324446598e-02
    10   -3.330669073875e-16   -4.187468385177e-02
    11   -5.551115123126e-15   -2.560928583148e-02
    12   -3.330669073875e-15    2.176640999470e-02
    13   -4.218847493576e-15    2.938219556763e-02
    14    2.220446049250e-16   -1.985354560751e-02
    15   -3.663735981263e-15    6.512680741068e-02
