     0   -2.886579864025e-15   -1.049090197875e-03
     1    1.332267629550e-15    2.448636260164e-03
     2   -1.554312234475e-15   -2.158590649113e-02
     3    3.774758283726e-15    1.796288879526e-02
     4   -4.996003610813e-15   -3.789484358615e-02
     5    4.662936703426e-15   -7.720309434953e-02
     6    3.330669073875e-15    1.463612182097e-03
     7    8.881784197001e-16    7.884433382324e-03
     8    8.881784197001e-16    6.157138098886e-02
     9   -4.440892098501e-15    3.576405041310e-02
    10   -1.110223024625e-15    1.275665691927e-02
    11   -4.884981308351e-15   -6.347443327324e-04
    12   -3.552713678801e-15   -3.407756935807e-02
    13    2.886579864025e-15   -9.401439640451e-03
    14    3.774758283726e-15   -1.624587364030e-02
    15   -6.661338147751e-16   -9.454397886729e-03
